0	0.018632698	0
0.007142857	0.01737322	0
0.014285714	0.016113741	0
0.021428571	0.014854263	0
0.028571429	0.013594784	0
0.035714286	0.012335306	0
0.042857143	0.011075827	0
0.05	0.009816349	0
0.057142857	0.008556871	0
0.064285714	0.007297392	0
0.071428571	0.006037914	0
0.078571429	0.004778435	0
0.085714286	0.003518957	0
0.092857143	0.002259478	0
0.1	0.001	0
0.100010476	0.001000144	0
0.100020943	0.001000575	0
0.100031395	0.001001292	0
0.100041824	0.001002296	0
0.100052221	0.001003586	0
0.100062578	0.001005161	0
0.100072889	0.001007018	0
0.100083145	0.001009158	0
0.100093338	0.001011579	0
0.100103461	0.001014278	0
0.100113506	0.001017253	0
0.100123466	0.001020503	0
0.100133333	0.001024025	0
0.1001431	0.001027816	0
0.100665646	0.001161739	0
0.101545789	0.001285742	0
0.102783528	0.001399825	0
0.104378863	0.001503988	0
0.106331794	0.00159823	0
0.108642322	0.001682552	0
0.111310445	0.001756954	0
0.114336165	0.001821436	0
0.11771948	0.001875997	0
0.121460392	0.001920638	0
0.1255589	0.001955359	0
0.130015004	0.00198016	0
0.134828704	0.00199504	0
0.14	0.002	0
0.144210526	0.002	0
0.148421053	0.002	0
0.152631579	0.002	0
0.156842105	0.002	0
0.161052632	0.002	0
0.165263158	0.002	0
0.169473684	0.002	0
0.173684211	0.002	0
0.177894737	0.002	0
0.182105263	0.002	0
0.186315789	0.002	0
0.190526316	0.002	0
0.194736842	0.002	0
0.198947368	0.002	0
0.203157895	0.002	0
0.207368421	0.002	0
0.211578947	0.002	0
0.215789474	0.002	0
0.22	0.002	0
